date,gz_spread,ebp,est_prob
7/1/2018,1.483334058,-0.134324308,0.181187219
8/1/2018,1.52142087,-0.103485494,0.190742848
9/1/2018,1.429284555,-0.182177644,0.166965149
10/1/2018,1.583617524,-0.008632106,0.222018407
11/1/2018,1.791274264,0.135384097,0.274675361
12/1/2018,2.079706231,0.327918836,0.35348634
1/1/2019,1.82709474,0.160043306,0.284272119
2/1/2019,1.645040714,0.049199577,0.242441883
3/1/2019,1.675501155,-0.141665927,0.178957326
4/1/2019,1.57727289,-0.023775531,0.216837402
5/1/2019,1.8190523,-0.03769293,0.212138097
6/1/2019,1.689415918,-0.01407947,0.220146615
7/1/2019,1.634285539,-0.06379141,0.203488083
8/1/2019,1.811015403,-0.182367722,0.166910133
9/1/2019,1.728004448,-0.259963084,0.145428417
10/1/2019,1.705621485,-0.251079456,0.147788975
11/1/2019,1.636309383,-0.197706813,0.16250895
12/1/2019,1.482788738,-0.31046952,0.132491268
1/1/2020,1.664825388,-0.272720042,0.142083219
2/1/2020,1.993872911,-0.178805304,0.167943183
3/1/2020,3.855228996,1.201304395,0.737217093
4/1/2020,2.911754515,0.648281512,0.497929762
5/1/2020,2.541786805,0.386882344,0.37915904
6/1/2020,2.344323245,0.033428042,0.236773231
7/1/2020,2.049676488,-0.17925446,0.167812708
8/1/2020,1.951929085,-0.304552292,0.133964572
9/1/2020,2.069447659,-0.018556392,0.218615079
10/1/2020,1.945279777,-0.225095968,0.154839862
11/1/2020,1.683500467,-0.483999097,0.094169843
12/1/2020,1.496353338,-0.519722887,0.087414828
1/1/2021,1.455207226,-0.670479678,0.062846531
2/1/2021,1.396554744,-0.95472054,0.031425574
3/1/2021,1.337012651,-0.753680927,0.051805659
4/1/2021,1.274743385,-0.495915711,0.091875003
5/1/2021,1.267610842,-0.433047978,0.104459381
6/1/2021,1.187764411,-0.589372661,0.075295247
7/1/2021,1.255382902,-0.559425205,0.080339355
8/1/2021,1.248200356,-0.484697893,0.094034116
9/1/2021,1.193408338,-0.646429709,0.06635799
10/1/2021,1.18627529,-0.522397111,0.086924098
11/1/2021,1.336278884,-0.442336043,0.102525341
12/1/2021,1.247851571,-0.441586376,0.102680471
1/1/2022,1.363633305,-0.340098591,0.125282192
2/1/2022,1.525565983,-0.204928527,0.160463241
3/1/2022,1.41872537,-0.807915348,0.045480068
4/1/2022,1.59480726,-0.283849925,0.139207548
5/1/2022,1.585879608,-0.110387398,0.188577814
6/1/2022,1.945331122,0.085428848,0.255737272
7/1/2022,1.7265582,6.70E-04,0.225235512
8/1/2022,1.722978226,-0.034804969,0.213108311
9/1/2022,1.882428887,0.036555186,0.237891372
10/1/2022,1.683092919,0.090735249,0.257716084
11/1/2022,1.576830762,-0.240023998,0.150762275
12/1/2022,1.523494437,-0.023436062,0.216952773
1/1/2023,1.422529227,-0.04602655,0.209352927
2/1/2023,1.490449909,-0.161468637,0.173029162
3/1/2023,1.530480239,-0.213327255,0.158105371
4/1/2023,1.537397351,0.147478424,0.279362174
5/1/2023,1.576339909,0.096036218,0.259700776
